order_id,customer_id,customer_name,product_category,quantity,unit_price,order_date,status
96,2723,Sana,Clothing,6,664.19,2026-04-13,Pending
97,2929,Hamza,Groceries,6,108.49,2026-01-25,Returned
98,1365,Hina,Toys,7,1400.2,2025-11-09,Returned
99,2121,Hassan,Toys,3,927.06,2025-08-03,Pending
100,1966,Maham,Toys,1,594.35,2026-02-21,Completed
101,2584,Iqra,Home,4,634.22,2025-09-15,Returned
102,2221,Hassan,Clothing,5,60.9,2026-02-15,Cancelled
103,2612,Ali,Beauty,10,478.95,2025-05-05,Pending
104,2985,Bilal,Home,1,1235.81,2025-08-13,Completed
105,1717,Omar,Toys,5,189.82,2026-02-26,Cancelled
106,1939,Hina,Clothing,2,802.25,2025-08-22,Returned
107,2937,Taha,Toys,2,52.8,2025-08-10,Returned
108,1332,Ayesha,Home,9,1173.17,2025-05-09,Pending
109,2303,Bilal,Sports,1,716.72,2025-02-17,Completed
110,2261,Laiba,Books,8,925.13,2026-04-07,Completed
111,1253,Bilal,Beauty,2,1765.44,2025-01-01,Cancelled
112,2132,Taha,Clothing,10,1569.7,2025-10-14,Pending
113,1760,Laiba,Toys,8,1054.59,2025-10-27,Cancelled
114,2366,Taha,Electronics,3,1283.24,2026-01-31,Returned
115,1934,Zain,Clothing,1,81.98,2026-01-19,Returned
116,1912,Kiran,Groceries,2,288.87,2026-01-12,Pending
117,2614,Bilal,Groceries,5,1391.61,2025-09-17,Cancelled
118,2600,Danish,Groceries,5,1952.87,2026-02-02,Returned
119,1744,Bilal,Toys,7,753.64,2025-05-31,Returned
120,2255,Ahmed,Beauty,9,576.23,2026-01-10,Returned
121,2954,Ali,Clothing,2,1601.76,2025-07-20,Cancelled
122,2848,Ahmed,Electronics,9,266.08,2025-10-07,Returned
123,1467,Sara,Books,3,461.57,2025-04-20,Cancelled
124,2353,Kiran,Toys,8,1736.18,2025-01-06,Returned
125,2033,Sana,Toys,6,1581.65,2025-05-25,Returned
126,1224,Danish,Beauty,3,1492.96,2025-03-23,Completed
127,2738,Hassan,Toys,6,242.83,2025-04-22,Completed
128,1748,Fatima,Toys,1,803.72,2025-01-05,Completed
129,1760,Hassan,Books,7,164.96,2025-12-21,Cancelled
130,1558,Ayesha,Beauty,7,1775.98,2025-10-11,Cancelled
131,2126,Sana,Toys,3,981.84,2025-03-05,Returned
132,2849,Sana,Home,10,1253.08,2025-05-28,Cancelled
133,2789,Fatima,Beauty,3,610.19,2025-03-18,Completed
134,2230,Hamza,Beauty,7,491.94,2026-04-19,Pending
135,1393,Danish,Books,2,1169.32,2025-09-04,Returned
136,1265,Hassan,Toys,8,941.76,2026-04-04,Cancelled
137,1524,Ahmed,Beauty,8,130.6,2025-09-27,Pending
138,1130,Ayesha,Clothing,3,970.77,2026-02-20,Pending
139,1049,Ahmed,Toys,5,1592.28,2025-09-11,Completed
140,1484,Fatima,Sports,1,1247.78,2025-06-27,Returned
141,2379,Maham,Beauty,5,1678.27,2025-05-29,Completed
142,2320,Ahmed,Toys,6,335.47,2025-04-19,Completed
143,1970,Laiba,Electronics,10,870.31,2025-01-02,Cancelled
144,2556,Danish,Beauty,6,398.46,2025-06-08,Pending
145,1244,Iqra,Home,9,1044.43,2026-02-15,Returned
146,2671,Kiran,Groceries,2,1699.55,2025-01-01,Completed
147,1730,Hina,Home,1,1956.81,2026-02-12,Returned
148,1310,Hamza,Toys,2,1647.98,2025-01-26,Pending
149,2329,Sara,Beauty,4,250.28,2025-11-26,Pending
150,2000,Sana,Groceries,4,839.1,2025-11-02,Pending
151,1201,Usman,Clothing,6,361.8,2025-04-20,Completed
152,1160,Ali,Home,8,1160.08,2025-06-05,Completed
153,2779,Sara,Clothing,6,1463.26,2026-03-31,Completed
154,1437,Noor,Beauty,3,1532.93,2025-09-15,Cancelled
155,1998,Fatima,Books,1,690.07,2026-02-18,Pending
156,2582,Fatima,Toys,6,1608.45,2026-01-30,Cancelled
157,2423,Hamza,Groceries,7,1671.01,2026-01-12,Cancelled
158,2962,Hassan,Groceries,3,977.84,2026-01-22,Pending
159,1413,Hina,Toys,5,1664.26,2025-08-03,Completed
160,1895,Danish,Electronics,3,1498.2,2026-03-18,Completed
161,2029,Hassan,Clothing,9,51.1,2025-12-13,Cancelled
162,1129,Ayesha,Clothing,7,1494.66,2026-04-15,Completed
163,1328,Zain,Beauty,9,361.48,2026-02-03,Completed
164,2735,Usman,Beauty,9,843.57,2025-05-22,Cancelled
165,2323,Zain,Sports,5,1919.09,2025-06-01,Pending
166,2611,Hina,Electronics,10,676.88,2026-01-06,Pending
167,1800,Danish,Books,3,1017.65,2025-05-23,Cancelled
168,1454,Maham,Books,3,1799.26,2025-11-18,Pending
169,1598,Hamza,Electronics,5,1190.26,2025-04-20,Pending
170,2987,Usman,Sports,9,244.19,2025-06-15,Pending
171,2373,Kiran,Home,10,758.68,2026-02-19,Cancelled
172,2461,Maham,Sports,9,1009.23,2026-04-17,Cancelled
173,1987,Bilal,Clothing,5,1305.12,2025-02-10,Pending
174,2503,Zain,Clothing,1,1296.51,2025-01-08,Completed
175,1556,Omar,Sports,3,1710.87,2025-08-20,Completed
176,2318,Taha,Groceries,3,307.74,2026-02-07,Completed
177,1469,Laiba,Sports,7,808.52,2025-07-12,Cancelled
178,1396,Kiran,Clothing,3,794.97,2025-05-19,Cancelled
179,2475,Omar,Beauty,4,950.51,2025-12-12,Cancelled
180,2444,Maham,Sports,6,1227.25,2025-05-22,Cancelled
181,1304,Iqra,Sports,4,1936.18,2025-06-15,Pending
182,2373,Ali,Sports,8,380.06,2025-08-03,Completed
183,1802,Taha,Sports,6,1021.17,2025-07-06,Returned
184,1464,Sara,Clothing,7,1467.88,2025-12-16,Returned
185,1988,Hina,Beauty,9,1715.03,2025-08-17,Cancelled
186,2602,Maham,Books,4,893.79,2025-03-25,Completed
187,2759,Noor,Beauty,2,1048.21,2025-12-11,Completed
188,1418,Fatima,Electronics,9,1346.19,2025-11-01,Completed
189,1768,Usman,Toys,5,529.9,2025-11-02,Pending
190,1596,Hassan,Beauty,1,1981.24,2025-04-09,Completed
191,1934,Omar,Electronics,4,629.9,2025-05-17,Completed
192,2756,Usman,Groceries,1,834.96,2026-01-03,Completed
193,1232,Fatima,Clothing,4,981.6,2025-04-13,Pending
194,1968,Zain,Sports,9,741.49,2025-01-20,Cancelled
195,2828,Ali,Groceries,3,708.01,2025-01-11,Returned
196,2786,Ahmed,Beauty,9,152.69,2026-02-24,Pending
197,1091,Hina,Electronics,4,1773.08,2026-03-18,Cancelled
198,1646,Danish,Home,8,314.1,2025-05-22,Pending
199,1385,Iqra,Electronics,9,1607.43,2026-02-22,Cancelled
200,1477,Kiran,Groceries,3,1307.88,2025-04-18,Pending
201,1443,Maham,Toys,1,996.12,2025-01-15,Returned
202,1314,Taha,Books,7,1850.09,2025-02-13,Completed
203,1689,Omar,Groceries,2,1979.13,2026-01-17,Pending
204,2563,Usman,Clothing,7,515.44,2025-04-23,Pending
205,2883,Kiran,Home,9,1376.07,2025-09-08,Cancelled
206,1647,Kiran,Sports,6,431.59,2025-09-07,Cancelled
207,1275,Hamza,Clothing,2,1192.43,2025-11-25,Returned
208,2437,Fatima,Books,7,254.24,2025-07-22,Cancelled
209,2416,Laiba,Sports,9,1252.75,2025-11-24,Completed
210,1129,Usman,Beauty,6,1401.58,2025-04-28,Completed
211,2222,Hassan,Sports,1,1444.28,2025-09-25,Returned
212,1415,Usman,Home,10,648.76,2025-05-23,Pending
213,1751,Hamza,Groceries,9,1762.25,2025-04-21,Pending
214,2179,Hamza,Electronics,7,520.79,2025-05-25,Cancelled
215,2500,Laiba,Sports,2,1622.65,2025-07-01,Completed
216,2811,Ahmed,Home,1,221.24,2026-01-24,Returned
217,2613,Hassan,Electronics,3,1966.63,2026-03-16,Completed
218,1813,Bilal,Home,9,828.33,2026-03-03,Returned
219,2120,Danish,Books,1,1129.6,2025-05-29,Cancelled
220,1511,Sara,Toys,9,758.34,2025-07-08,Completed
221,2465,Hamza,Clothing,9,1387.72,2025-04-09,Returned
222,1173,Hassan,Books,7,1020.52,2026-04-11,Completed
223,2670,Taha,Beauty,8,288.34,2026-02-06,Cancelled
224,1079,Laiba,Beauty,2,1650.84,2026-01-04,Cancelled
225,2603,Hassan,Books,10,362.59,2025-09-09,Pending
226,2488,Omar,Books,2,1888.72,2026-04-16,Completed
227,2625,Ahmed,Groceries,7,709.73,2025-09-21,Completed
228,1794,Ahmed,Groceries,1,1425.53,2025-07-21,Returned
229,1833,Ahmed,Books,9,924.34,2026-04-01,Pending
230,2069,Omar,Sports,9,1839.03,2025-10-18,Completed
231,2128,Ali,Groceries,10,1677.9,2025-06-29,Completed
232,2022,Sara,Sports,1,490.86,2026-03-18,Returned
233,2798,Ahmed,Electronics,6,932.35,2025-09-03,Cancelled
234,2059,Hassan,Groceries,10,1476.44,2026-01-08,Pending
235,1121,Hamza,Clothing,5,151.01,2025-11-03,Cancelled
236,1126,Zain,Toys,5,106.48,2025-05-07,Returned
237,1383,Zain,Beauty,7,803.55,2025-06-10,Cancelled
238,1905,Kiran,Toys,5,333.42,2026-02-14,Pending
239,2222,Ayesha,Sports,2,582.11,2026-02-08,Returned
240,1331,Danish,Home,10,1076.61,2026-02-15,Returned
241,2592,Sana,Electronics,2,932.6,2026-03-06,Returned
242,2124,Ahmed,Groceries,6,849.71,2025-02-08,Pending
243,2802,Iqra,Sports,3,1039.89,2026-02-15,Completed
244,1719,Iqra,Clothing,1,321.54,2026-04-23,Cancelled
245,1854,Omar,Clothing,9,1690.47,2025-01-03,Returned
246,1774,Sara,Toys,2,1854.4,2025-09-26,Pending
247,2081,Hina,Home,9,1491.36,2025-02-12,Pending
248,1225,Iqra,Home,6,74.85,2025-04-27,Completed
249,2363,Hassan,Beauty,10,192.52,2026-02-17,Completed
250,1717,Ali,Toys,8,1543.83,2025-02-11,Returned
251,2149,Ali,Beauty,2,445.88,2025-08-20,Returned
252,1091,Noor,Clothing,1,104.76,2025-06-08,Pending
253,1082,Noor,Clothing,6,335.89,2026-03-29,Cancelled
254,1167,Usman,Books,10,562.63,2025-06-28,Cancelled
255,2386,Usman,Sports,10,1356.77,2025-07-04,Returned
256,2997,Hamza,Clothing,5,1738.65,2025-06-10,Cancelled
257,2228,Bilal,Groceries,4,550.3,2025-12-25,Returned
258,1869,Hamza,Toys,3,778.28,2026-01-29,Pending
259,2133,Laiba,Toys,8,1561.99,2026-02-25,Returned
260,2014,Laiba,Sports,4,1122.29,2026-01-07,Completed
261,1324,Fatima,Home,5,1108.9,2026-03-29,Completed
262,2516,Iqra,Sports,9,1319.62,2025-03-19,Returned
263,2199,Usman,Beauty,8,795.98,2026-03-17,Cancelled
264,2593,Iqra,Clothing,7,1473.97,2025-02-12,Pending
265,2906,Ali,Groceries,5,806.77,2025-12-09,Pending
266,2216,Sara,Beauty,2,635.28,2025-05-14,Returned
267,2530,Bilal,Beauty,5,417.98,2025-04-17,Cancelled
268,1330,Ayesha,Groceries,9,950.29,2025-10-21,Returned
269,2242,Ahmed,Sports,9,195.21,2025-09-01,Cancelled
270,1255,Bilal,Electronics,8,87.74,2025-12-12,Pending
271,2749,Hina,Beauty,7,1663.3,2026-01-03,Completed
272,1021,Taha,Beauty,8,1569.66,2025-07-18,Completed
273,1559,Ayesha,Books,3,1019.66,2025-02-09,Pending
274,2228,Sara,Clothing,1,791.02,2025-04-20,Cancelled
275,1382,Kiran,Sports,4,1129.02,2025-03-29,Cancelled
276,1871,Fatima,Groceries,8,1192.53,2026-02-06,Returned
277,2629,Ahmed,Beauty,9,419.17,2025-03-01,Completed
278,1344,Ali,Books,10,685.11,2025-07-25,Cancelled
279,2906,Zain,Groceries,5,437.94,2025-12-13,Returned
280,2759,Taha,Sports,9,922.88,2026-01-31,Pending
281,2838,Fatima,Electronics,1,1737.6,2025-06-04,Cancelled
282,1024,Hamza,Home,1,726.46,2025-11-10,Pending
283,1179,Ahmed,Beauty,8,727.82,2025-11-13,Returned
284,2594,Kiran,Books,9,628.54,2025-06-02,Pending
285,2230,Iqra,Home,8,1921.56,2026-02-04,Pending
286,2616,Usman,Groceries,6,1028.7,2026-01-11,Pending
287,2090,Noor,Sports,5,556.2,2025-12-10,Pending
288,2096,Maham,Groceries,9,537.73,2025-09-24,Pending
289,1391,Zain,Home,2,97.37,2025-07-30,Cancelled
290,2351,Hamza,Books,4,1704.46,2025-10-31,Returned
291,1274,Ahmed,Sports,9,820.57,2026-04-17,Returned
292,2867,Hamza,Beauty,4,1255.22,2025-06-17,Cancelled
293,2448,Kiran,Sports,9,858.14,2025-06-02,Completed
294,2770,Iqra,Electronics,3,205.09,2026-04-21,Returned
295,1706,Usman,Electronics,10,1327.97,2026-01-29,Cancelled
296,1972,Ali,Toys,8,645.93,2025-04-12,Completed
297,2351,Danish,Electronics,10,484.13,2026-03-30,Returned
298,2961,Ayesha,Beauty,9,475.76,2026-01-12,Cancelled
299,2532,Usman,Groceries,8,673.6,2026-02-03,Completed
300,2345,Omar,Clothing,9,873.88,2025-10-24,Returned
301,2847,Hamza,Home,2,638.81,2026-01-11,Cancelled
302,1915,Hassan,Home,8,1782.23,2025-10-29,Completed
303,1150,Taha,Toys,5,928.75,2025-07-11,Pending
304,1697,Usman,Sports,5,1394.69,2025-11-26,Cancelled
305,1499,Sara,Home,7,1668.76,2025-06-08,Pending
306,2385,Zain,Groceries,10,840.15,2025-09-28,Pending
307,2163,Hassan,Sports,6,856.08,2025-12-29,Pending
308,2681,Sara,Books,2,682.49,2025-07-06,Completed
309,2939,Laiba,Clothing,5,625.18,2026-04-24,Cancelled
310,1888,Bilal,Groceries,4,990.43,2025-10-05,Cancelled
311,2792,Zain,Clothing,6,742.35,2025-10-21,Cancelled
312,2323,Sara,Clothing,8,756.75,2025-10-05,Pending
313,1272,Hamza,Beauty,3,997.48,2026-03-18,Pending
314,1955,Kiran,Home,6,1759.27,2025-04-21,Completed
315,2366,Hamza,Groceries,6,83.78,2025-10-04,Completed
316,1360,Fatima,Clothing,3,467.07,2025-11-08,Returned
317,1456,Ayesha,Groceries,9,693.16,2025-03-31,Cancelled
318,2007,Taha,Home,3,114.18,2025-12-06,Pending
319,1610,Danish,Beauty,10,80.85,2026-03-15,Cancelled
320,1832,Hassan,Books,2,1179.88,2025-02-09,Cancelled
321,1840,Noor,Home,7,255.57,2025-06-03,Returned
322,1916,Bilal,Home,3,546.03,2026-01-27,Returned
323,1723,Zain,Clothing,7,1371.12,2025-04-22,Returned
324,2944,Ayesha,Clothing,5,1312.25,2025-11-06,Cancelled
325,1620,Ahmed,Sports,3,1525.88,2025-05-27,Pending
326,2320,Hina,Sports,10,132.93,2025-01-18,Cancelled
327,1045,Bilal,Books,7,1798.29,2025-02-16,Pending
328,2548,Laiba,Home,5,743.49,2025-11-03,Returned
329,1023,Laiba,Clothing,6,499.73,2025-02-03,Cancelled
330,1845,Iqra,Groceries,5,1688.79,2025-01-12,Completed
331,1470,Laiba,Toys,4,1791.12,2025-02-06,Pending
332,1825,Bilal,Electronics,10,1116.56,2025-03-29,Returned
333,1999,Fatima,Beauty,6,479.68,2025-09-15,Pending
334,2411,Iqra,Sports,8,1152.02,2025-02-25,Cancelled
335,1647,Fatima,Sports,4,400.54,2025-02-10,Returned
336,2358,Bilal,Toys,9,1970.57,2026-04-20,Returned
337,2061,Sana,Clothing,8,579.56,2026-01-25,Completed
338,1720,Fatima,Clothing,2,1510.7,2026-02-25,Completed
339,1973,Hassan,Beauty,4,960.73,2025-02-02,Cancelled
340,1737,Hina,Electronics,4,1456.03,2025-12-23,Pending
341,1225,Laiba,Toys,2,1023.54,2025-02-18,Returned
342,2800,Maham,Groceries,1,1488.72,2025-08-10,Pending
343,1164,Omar,Groceries,6,92.22,2025-05-13,Returned
344,2962,Noor,Electronics,2,1849.47,2026-04-27,Returned
345,1855,Zain,Sports,6,286.27,2025-02-11,Returned
346,1319,Omar,Sports,9,460.55,2025-06-30,Pending
347,1092,Taha,Sports,6,907.47,2025-09-23,Cancelled
348,1759,Danish,Books,8,1034.33,2025-04-06,Completed
349,2448,Ali,Books,5,176.22,2026-01-28,Pending
350,2667,Hamza,Sports,6,1071.02,2026-04-05,Pending
351,2656,Ahmed,Clothing,7,1880.99,2025-10-16,Completed
352,2071,Hassan,Toys,2,365.92,2025-05-14,Completed
353,1568,Bilal,Sports,3,117.52,2025-06-02,Cancelled
354,1626,Omar,Beauty,8,1807.03,2026-02-26,Cancelled
355,1472,Maham,Toys,5,193.9,2025-12-13,Completed
356,2914,Fatima,Sports,4,678.25,2025-08-13,Returned
357,1715,Fatima,Groceries,3,1484.3,2026-04-16,Pending
358,2611,Kiran,Groceries,10,1782.86,2026-01-10,Returned
359,2400,Ayesha,Electronics,2,1503.84,2026-01-27,Cancelled
360,1521,Hamza,Books,8,1796.18,2025-07-21,Cancelled
361,2801,Hina,Beauty,8,899.75,2025-09-27,Completed
362,1075,Danish,Beauty,6,1851.84,2026-01-30,Cancelled
363,1241,Danish,Sports,9,182.53,2025-05-29,Cancelled
364,2864,Hamza,Home,4,1373.01,2025-06-24,Cancelled
365,2265,Iqra,Groceries,3,1649.45,2025-06-13,Completed
366,1395,Noor,Groceries,9,1838.56,2025-09-01,Returned
367,2257,Bilal,Beauty,3,819.39,2026-04-25,Pending
368,1360,Taha,Sports,1,1127.66,2025-11-14,Completed
369,2118,Iqra,Home,5,1107.95,2025-01-07,Cancelled
370,1773,Sana,Sports,6,1948.61,2025-03-19,Cancelled
371,1018,Noor,Beauty,1,1250.39,2025-12-20,Completed
372,1128,Omar,Books,6,948.24,2025-01-05,Pending
373,2968,Hassan,Sports,8,1471.74,2025-05-21,Pending
374,1877,Hina,Groceries,5,134.96,2025-11-13,Returned
375,2609,Hamza,Beauty,7,1760.82,2026-02-10,Pending
376,1903,Sara,Groceries,7,906.61,2025-04-16,Pending
377,1534,Iqra,Beauty,6,1324.44,2025-08-07,Returned
378,2339,Ali,Electronics,1,474.31,2025-02-23,Pending
379,1413,Iqra,Sports,1,1959.88,2025-01-03,Returned
380,1963,Ayesha,Books,2,271.24,2026-04-22,Completed
381,2856,Danish,Home,10,1892.06,2025-04-25,Completed
382,2058,Fatima,Home,7,566.17,2025-06-20,Cancelled
383,2994,Ahmed,Toys,5,207.6,2025-07-27,Cancelled
384,1579,Fatima,Clothing,6,1421.77,2026-01-03,Pending
385,2917,Sara,Books,5,626.92,2025-06-18,Cancelled
386,2061,Iqra,Home,4,1932.05,2025-06-22,Cancelled
387,2452,Omar,Toys,2,1407.74,2026-02-14,Completed
388,1004,Maham,Home,8,1002.64,2026-02-27,Pending
389,1565,Sana,Books,2,1502.06,2025-10-07,Completed
390,1210,Kiran,Clothing,8,1561.95,2026-04-18,Returned
391,2862,Fatima,Clothing,9,1740.87,2026-01-19,Completed
392,1797,Ayesha,Books,1,1331.42,2025-07-14,Cancelled
393,2883,Kiran,Books,9,1868.18,2025-11-03,Pending
394,2911,Danish,Electronics,9,1041.14,2025-10-19,Completed
395,1537,Ayesha,Books,7,535.36,2026-03-18,Pending
396,1090,Bilal,Beauty,4,628.97,2026-02-06,Cancelled
397,2019,Sara,Clothing,9,1766.26,2026-01-27,Completed
398,2562,Omar,Toys,2,1847.59,2025-08-10,Returned
399,2587,Danish,Groceries,1,666.89,2025-10-18,Cancelled
400,1147,Hassan,Toys,2,889.08,2025-04-19,Pending
401,2547,Laiba,Beauty,9,1938.38,2025-10-19,Pending
402,1690,Bilal,Toys,2,88.94,2025-06-27,Cancelled
403,2501,Bilal,Clothing,1,1816.11,2025-06-28,Returned
404,2236,Noor,Toys,1,802.99,2025-03-19,Completed
405,1405,Laiba,Books,10,79.71,2025-03-05,Pending
406,2396,Sara,Electronics,4,1690.24,2025-07-13,Completed
407,1584,Ayesha,Electronics,7,851.85,2026-02-02,Cancelled
408,2693,Bilal,Electronics,2,1275.59,2025-03-20,Cancelled
409,2997,Bilal,Beauty,2,1140.42,2025-10-24,Cancelled
410,1981,Taha,Sports,9,114.88,2026-04-15,Completed
411,1073,Sana,Groceries,5,1426.17,2025-01-06,Cancelled
412,1785,Usman,Clothing,1,1911.25,2025-11-27,Pending
413,1134,Sana,Sports,1,912.24,2025-03-03,Cancelled
414,2065,Danish,Books,9,1666.32,2025-12-08,Pending
415,1346,Sara,Toys,2,161.73,2025-02-12,Cancelled
416,2320,Hina,Home,6,421.3,2025-08-22,Pending
417,1294,Ayesha,Sports,5,1146.52,2026-03-10,Cancelled
418,1734,Taha,Sports,4,1914.23,2025-06-03,Completed
419,2872,Zain,Electronics,4,1551.18,2026-02-17,Completed
420,2736,Iqra,Books,5,362.72,2025-03-10,Returned
421,1257,Usman,Electronics,5,1665.68,2025-06-01,Returned
422,2470,Ayesha,Electronics,7,1922.01,2025-09-25,Pending
423,2963,Sara,Beauty,5,1455.33,2025-09-08,Returned
424,1206,Usman,Toys,7,1732.59,2025-04-08,Cancelled
425,2532,Ayesha,Electronics,6,1275.28,2026-01-02,Pending
426,2512,Hina,Toys,2,285.17,2025-01-10,Pending
427,2864,Danish,Groceries,4,1541.93,2026-02-08,Completed
428,1599,Bilal,Home,4,1510.76,2025-02-26,Cancelled
429,2779,Hina,Clothing,6,596.94,2025-08-22,Returned
430,2247,Ali,Home,4,780.94,2026-04-15,Cancelled
431,2021,Laiba,Sports,9,163.27,2025-12-12,Pending
432,2976,Ali,Beauty,4,1254.73,2025-09-12,Completed
433,1527,Hamza,Groceries,3,1063.09,2025-09-14,Cancelled
434,2535,Zain,Home,5,974.0,2025-04-28,Completed
435,1191,Fatima,Groceries,4,1142.35,2026-04-27,Cancelled
436,2538,Usman,Beauty,3,931.61,2025-01-17,Cancelled
